file_path;file_id;curve_idx;kcanti;defl_sens;scan_size_x_y_m;map_size_x_y_pixels;z_at_setpoint;hertz_ind_geometry;hertz_tip_parameter;hertz_apply_BEC;hertz_BEC_model;hertz_fit_hline_on_baseline;hertz_delta0;hertz_E;hertz_f0;hertz_slope;hertz_poisson_ratio;hertz_sample_height;hertz_MAE;hertz_MSE;hertz_RMSE;hertz_Rsquared;hertz_chisq;hertz_redchi;hertz_z_c;hertz_max_ind;ting_ind_geometry;ting_tip_parameter;ting_modelFt;ting_apply_BEC;ting_BEC_model;ting_fit_hline_on_baseline;ting_t0;ting_E0;ting_tc;ting_betaE;ting_f0;ting_poisson_ratio;ting_vdrag;ting_smooth_w;ting_idx_tm;ting_MAE;ting_MSE;ting_RMSE;ting_Rsquared;ting_chisq;ting_redchi;ting_v0t_app_vel;ting_v0r_ret_vel
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;0;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.4737551874628E-06;paraboloid;0.000000032;False;;False;8.46609487687912E-08;9535438.50085047;-1.53708616377418E-11;;0.5;;-4.69461197452566E-19;6.97832387534589E-22;2.64165173241021E-11;0.937091305689363;3.32348902938768E-08;1.10782967646256E-08;7.54722625687402E-07;5.78021618336604E-09;paraboloid;0.000000032;analytical;False;;False;1;501365.51007234;-0.00048794044494848;0.0100245203775939;8.00839453194522E-11;0.5;5,00E-07;5;157;1.27578384095505E-10;1.47629152290218E-19;3.84225392563034E-10;0.973517417813756;1.55754749195962E-07;3.89386872989906E-08;9.9933038626245E-05;9.761737565635E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;1;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.4907382927987E-06;paraboloid;0.000000032;False;;False;9.0272415232564E-08;12803124.220535;-1.74858423912953E-11;;0.5;;-2.76224360081531E-19;6.83099617420486E-22;2.6136174498585E-11;0.93099079719354;9.93400677355047E-09;3.31133559118349E-09;7.90273610812551E-07;4.92099184275804E-09;paraboloid;0.000000032;analytical;False;;False;1;481942.637926693;-0.00060464616971369;0.0100747753776303;5.94735994475117E-11;0.5;5,00E-07;5;155;1.21551968497746E-10;2.14169569832848E-19;4.62784582535814E-10;0.961235065262247;-1.34444934868012E-06;-3.3611233717003E-07;9.9226276526751E-05;9.7395980299882E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;2;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.4854872490876E-06;paraboloid;0.000000032;False;;False;8.62734579780348E-08;9198545.2999797;-1.10874574030601E-11;;0.5;;-5.39291561099621E-19;6.90423354664189E-22;2.62759082557424E-11;0.937211681009926;7.77556758200882E-09;2.59185586066961E-09;7.86465421454502E-07;6.01452392647456E-09;paraboloid;0.000000032;analytical;False;;False;1;463684.787067926;-0.000599591035276303;0.0101895986862339;1.19439994780502E-11;0.5;5,00E-07;5;156;8.63980593490344E-11;1.79796958318266E-19;4.24024714277677E-10;0.967273484184185;3.58033297662039E-07;8.95083244155097E-08;9.954275835042E-05;9.7318397311718E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;3;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.4932928546041E-06;paraboloid;0.000000032;False;;False;8.52650566691405E-08;11757332.3193762;-9.45853928145895E-12;;0.5;;-7.40443428331657E-20;6.06962815363545E-22;2.46366153390344E-11;0.950230749849327;3.95112739966451E-09;1.31704246655484E-09;7.95311774373201E-07;5.27490170594075E-09;paraboloid;0.000000032;analytical;False;;False;1;455887.037153835;-0.000592292962744146;0.0101796488875853;-1.86614502529611E-12;0.5;5,00E-07;5;156;6.02938991499538E-11;1.67334990304463E-19;4.09065997492413E-10;0.966390889493823;8.08310367967387E-07;2.02077591991847E-07;9.9389957709097E-05;9.728149808564E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;4;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.5056872100303E-06;paraboloid;0.000000032;False;;False;8.32896429724667E-08;4617004.06200483;2.17505157366594E-10;;0.5;;-1.66297319612269E-19;1.27844694533174E-21;3.57553764535034E-11;0.855487684989594;6.04708443319463E-09;2.01569481106488E-09;8.09054370752252E-07;8.26798758974257E-09;paraboloid;0.000000032;analytical;False;;False;1;441462.724498477;-0.000538349054041402;0.010000454746772;2.35370518088183E-11;0.5;5,00E-07;5;157;8.37549395500152E-11;1.21644749498721E-19;3.48776073575469E-10;0.974679531052991;4.50742066945078E-07;1.1268551673627E-07;9.9368669694052E-05;9.724365272556E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;5;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.52061247391185E-06;paraboloid;0.000000032;False;;False;8.62946684952849E-08;8040329.02795381;4.477298101156E-10;;0.5;;-3.40715606921748E-19;5.78048175782637E-22;2.404263246366E-11;0.843364645615465;1.37016479679059E-09;4.56721598930197E-10;8.23009847281751E-07;4.85779185147599E-09;paraboloid;0.000000032;analytical;False;;False;1;446658.972964174;-0.000623908894365271;0.010004680551288;-2.27287846726012E-11;0.5;5,00E-07;5;156;5.85754350394838E-11;1.59351311245185E-19;3.99188315516856E-10;0.967176612979357;2.24711889152374E-07;5.61779722880935E-08;9.9358735287031E-05;9.722473004552E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;6;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.53532485764295E-06;paraboloid;0.000000032;False;;False;8.73306216816567E-08;7303567.21702704;2.90369045214254E-10;;0.5;;-1.62429328503799E-19;1.04180499307907E-21;3.2277004090824E-11;0.805846303459293;3.86258183228769E-09;1.28752727742923E-09;8.39827379167301E-07;5.82229145368089E-09;paraboloid;0.000000032;analytical;False;;False;1;449934.469941351;-0.000575548984839443;0.0100162616109231;-3.88999939758625E-11;0.5;5,00E-07;5;156;7.61092780902987E-11;1.37087268918289E-19;3.70252979621082E-10;0.9701472865345;-3.21634029820422E-07;-8.04085074551054E-08;9.9368669694052E-05;9.7212430303494E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;7;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.5423972093079E-06;paraboloid;0.000000032;False;;False;8.49774090860278E-08;6452261.26279813;1.70405587098398E-10;;0.5;;-1.36882550116813E-19;6.90222135658441E-22;2.62720790128692E-11;0.880489951196641;3.95832487417015E-09;1.31944162472338E-09;8.44747275977702E-07;6.33733856610173E-09;paraboloid;0.000000032;analytical;False;;False;1;461119.989974485;-0.000628542839487356;0.010029373319;1.17337698740112E-11;0.5;5,00E-07;5;156;1.27255010853658E-10;2.00819378388812E-19;4.48128752022019E-10;0.963976060984029;-6.17557950570812E-07;-1.54389487642703E-07;9.942922227018E-05;9.7222837777516E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;8;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.55079414857565E-06;paraboloid;0.000000032;False;;False;6.68353673449162E-08;201415.457953248;6.12914025651145E-11;;0.5;;-2.61198376677084E-21;9.51737434030745E-22;3.08502420416882E-11;0.928588073976024;1.61090485306305E-08;5.36968284354352E-09;8.86046025165002E-07;5.67978646247588E-08;paraboloid;0.000000032;analytical;False;;False;1;434015.414103399;-6.1224920659804E-05;0.0100000000012362;-1.0558183788197E-10;0.5;5,00E-07;5;164;7.25682428663595E-19;9.31438827842745E-20;3.05194827584405E-10;0.978629952481488;4.86323000533413E-08;1.21580750133353E-08;9.939610758011E-05;9.7207699633484E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;9;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.56389810450335E-06;paraboloid;0.000000032;False;;False;8.92140345496563E-08;8454439.69268276;-1.86237985443924E-11;;0.5;;-5.84545404970089E-20;9.50689369622523E-22;3.0833251038814E-11;0.878769848873753;2.0838798390677E-08;6.94626613022567E-09;8.70056360531202E-07;5.37237361511218E-09;paraboloid;0.000000032;analytical;False;;False;1;494685.658029261;-0.000644968812206688;0.0100561138699682;4.72963537394236E-11;0.5;5,00E-07;5;156;1.13868347138205E-10;2.46377838063107E-19;4.96364622090562E-10;0.961741030919052;1.14169861852076E-06;2.85424654630189E-07;9.9376238766068E-05;9.7207226566483E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;10;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.5756538194782E-06;paraboloid;0.000000032;False;;False;8.68901125917146E-08;8320467.56336046;-1.89946576188539E-11;;0.5;;-4.00892697656222E-20;5.70368123462271E-22;2.38823810258163E-11;0.921078567195841;3.21777486667858E-08;1.07259162222619E-08;8.79399433800952E-07;5.41468898285437E-09;paraboloid;0.000000032;analytical;False;;False;1;439465.619827217;-0.000600335457510893;0.0100036326809939;4.22746217612339E-11;0.5;5,00E-07;5;156;8.80855129151299E-11;1.43397675183596E-19;3.78678854946505E-10;0.969931046432124;1.74330882913232E-07;4.35827207283079E-08;0.0000993913769101;9.7213376437496E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;11;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.5862032136005E-06;paraboloid;0.000000032;False;;False;8.85926025518487E-08;14764565.0505572;1.66702948446887E-11;;0.5;;-2.02223994505318E-19;5.34435308856628E-22;2.31178569261216E-11;0.921916324648938;-4.52940882763076E-09;-1.50980294254359E-09;8.90540161674502E-07;4.03025439554706E-09;paraboloid;0.000000032;analytical;False;;False;1;460784.009425014;-0.000655363163301182;0.0100042514241446;2.55218734379126E-11;0.5;5,00E-07;5;156;1.28556390671834E-10;2.03211447642222E-19;4.50789804279359E-10;0.965591392964885;-2.16038704319955E-05;-5.40096760799886E-06;9.9374346498064E-05;9.7198238293464E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;12;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.6013886643326E-06;paraboloid;0.000000032;False;;False;8.57913650501845E-08;3321653.78744116;8.45986080056293E-11;;0.5;;-1.60994828336752E-19;6.08337735260749E-22;2.46645035478266E-11;0.895159038505371;8.02163118518318E-09;2.67387706172773E-09;9.07334040210001E-07;9.46110462333061E-09;paraboloid;0.000000032;analytical;False;;False;1;453363.113974819;-0.000620881542822568;0.0100000419014687;-1.39517123160858E-11;0.5;5,00E-07;5;156;7.60336844047826E-11;2.00346726290375E-19;4.47601079411539E-10;0.960559033912094;1.22783569314458E-06;3.06958923286146E-07;9.9350693148014E-05;9.7202022829472E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;13;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.6125530455562E-06;paraboloid;0.000000032;False;;False;8.86824146702767E-08;3896240.95782995;1.95676151287626E-10;;0.5;;-7.10076256845356E-20;6.41033172353291E-22;2.53186329084588E-11;0.877065777017874;3.15414809094012E-09;1.05138269698004E-09;9.20911063138702E-07;8.21202462530193E-09;paraboloid;0.000000032;analytical;False;;False;1;471791.973543384;-0.000634843929405892;0.0100001179157061;-1.82035608549856E-11;0.5;5,00E-07;5;156;5.53463650310643E-11;2.17460246980252E-19;4.66326330996066E-10;0.959800339818789;2.09029202496766E-07;5.22573006241916E-08;9.937245423006E-05;9.7206753499482E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;14;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.62381204018E-06;paraboloid;0.000000032;False;;False;8.71552880030771E-08;5069229.66174259;2.82725426101442E-10;;0.5;;-1.82007490495896E-19;5.3902397724642E-22;2.32168899133028E-11;0.883958295929128;1.90190723551801E-09;6.33969078506004E-10;9.30041256258002E-07;6.78850672490583E-09;paraboloid;0.000000032;analytical;False;;False;1;434576.800741678;-0.000552633542619788;0.0100002109509116;-5.33621247122002E-11;0.5;5,00E-07;5;156;3.76745145899689E-11;1.03058042486474E-19;3.21026544831535E-10;0.974144028124983;5.03105416862592E-07;1.25776354215648E-07;9.9378131034072E-05;9.7203442030475E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;15;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.6321853260977E-06;paraboloid;0.000000032;False;;False;8.56811913587619E-08;5072152.88079013;3.70307743982097E-10;;0.5;;-1.72972312029507E-19;5.46376328079498E-22;2.33746941815181E-11;0.825218499787062;1.55071765894691E-09;5.16905886315636E-10;9.35410566719352E-07;6.33029827587985E-09;paraboloid;0.000000032;analytical;False;;False;1;462271.885301366;-0.000565975189033761;0.0100005314132787;-2.63226156871484E-11;0.5;5,00E-07;5;156;7.53661714353422E-11;1.45299210155022E-19;3.81181335003463E-10;0.970019915580639;3.1266388884686E-07;7.8165972211715E-08;9.9431587605185E-05;9.7198238293464E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;16;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.6460934959271E-06;paraboloid;0.000000032;False;;False;8.43867347230874E-08;1959946.300571;6.26592722916692E-10;;0.5;;-1.0847024885695E-19;5.01200801027063E-22;2.23875144003765E-11;0.580257929155987;8.71664972017743E-10;2.90554990672581E-10;9.49295083198703E-07;8.04461798191853E-09;paraboloid;0.000000032;analytical;False;;False;1;457330.766065763;-0.00054216078549894;0.0100000000000401;-4.51904032026482E-11;0.5;5,00E-07;5;157;2.86574708406777E-17;1.29918959323964E-19;3.60442726829054E-10;0.972651424157883;8.46883636544447E-08;2.11720909136112E-08;9.9345962478004E-05;9.7190669221448E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;17;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.6468977098288E-06;paraboloid;0.000000032;False;;False;8.49754983865375E-08;3670402.17398896;5.02987660668101E-10;;0.5;;-5.6695998433615E-20;5.02037889689568E-22;2.2406202036257E-11;0.772472867198177;1.06589690584825E-09;3.55298968616083E-10;9.50383137301002E-07;6.54670868362027E-09;paraboloid;0.000000032;analytical;False;;False;1;398577.009482285;-0.00063594524826982;0.0100000270163906;-4.21753837075478E-11;0.5;5,00E-07;5;155;3.82028037466672E-11;1.2455370874536E-19;3.5292167508579E-10;0.962659840227463;2.70948698392201E-07;6.77371745980503E-08;9.9513428196358E-05;9.7184519350435E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;18;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.6563590498488E-06;paraboloid;0.000000032;False;;False;8.44860897665371E-08;2095650.83988252;1.04782775089431E-10;;0.5;;-1.61106244847644E-19;9.35040867614504E-22;3.05784379524936E-11;0.889361521233379;7.43154160343552E-09;2.47718053447851E-09;9.66987789036102E-07;1.31940083002326E-08;paraboloid;0.000000032;analytical;False;;False;1;456645.048953679;-0.000461899596427154;0.0100000778070836;-8.9135288890562E-12;0.5;5,00E-07;5;157;7.04205189070889E-11;1.10366781173898E-19;3.32214962296851E-10;0.97368401130944;2.21397244942873E-07;5.53493112357183E-08;9.9427330002176E-05;9.7197292159462E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;19;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.6712606603803E-06;paraboloid;0.000000032;False;;False;8.58359714988006E-08;11258664.7928378;2.24544303796259E-11;;0.5;;-3.48161640253783E-19;6.27050904095761E-22;2.50409844873511E-11;0.932329822561751;-1.92788697646503E-08;-6.42628992155011E-09;9.75550301754201E-07;4.86169939250514E-09;paraboloid;0.000000032;analytical;False;;False;1;459498.690936324;-0.00062764455461019;0.0100160088579809;-3.45054517864307E-12;0.5;5,00E-07;5;156;6.31033964145461E-11;1.94111869073865E-19;4.4058128543308E-10;0.963120252824379;1.92129507285724E-07;4.80323768214309E-08;9.9338393405988E-05;9.7200130561468E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;20;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.676322477291E-06;paraboloid;0.000000032;False;;False;8.20504527865767E-08;3934394.05221461;3.31425973859239E-11;;0.5;;-8.67187041496368E-20;1.07217391785236E-21;3.27440669106993E-11;0.894424759012413;-7.767157427714E-12;-2.58905247590467E-12;9.80848652165402E-07;9.50427762258841E-09;paraboloid;0.000000032;analytical;False;;False;1;455313.835254881;-0.000551584341976899;0.0100008876160116;1.07541126008671E-10;0.5;5,00E-07;5;157;2.1371146621624E-10;2.19994131182097E-19;4.69035319759713E-10;0.964540103046171;4.72536373646253E-07;1.18134093411563E-07;9.9454767888234E-05;9.7195399891458E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;21;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.6991716134393E-06;paraboloid;0.000000032;False;;False;8.50898458232783E-08;11034220.7903812;-1.28303248815271E-11;;0.5;;-1.37245980064504E-19;5.96625859557291E-22;2.44259259713381E-11;0.947839385622949;5.49579285357E-09;1.83193095119E-09;1.0036977883137E-06;5.29442350799675E-09;paraboloid;0.000000032;analytical;False;;False;1;472851.575869362;-0.000613346952000443;0.0100039843050526;3.19235683017998E-11;0.5;5,00E-07;5;156;1.03003995924423E-10;2.10643902948977E-19;4.58959587489985E-10;0.961166764934589;1.15432220346605E-06;2.88580550866513E-07;9.9257025881816E-05;9.7181207881428E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;22;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.6987931598385E-06;paraboloid;0.000000032;False;;False;8.64829962670543E-08;17476423.9297231;-1.12581547295594E-11;;0.5;;-3.16855633195188E-19;7.8766507401025E-22;2.80653714390216E-11;0.924341268738742;1.31390263786729E-08;4.37967545955762E-09;1.0025624275113E-06;4.00905801813055E-09;paraboloid;0.000000032;analytical;False;;False;1;491470.063192877;-0.000566709826349222;0.0108828817722995;1.46342179293223E-10;0.5;5,00E-07;5;156;1.61510502774248E-10;2.24852782318746E-19;4.74186442571639E-10;0.96104122712176;4.21516946345325E-07;1.05379236586331E-07;9.9535189278404E-05;9.717742334542E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;23;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.7192769609818E-06;paraboloid;0.000000032;False;;False;8.77317839104198E-08;20671696.5459285;-1.02829261116729E-11;;0.5;;-3.91818525774063E-19;7.01443378025761E-22;2.6484776344643E-11;0.925946962747319;8.13444900804183E-09;2.71148300268061E-09;1.02344833560545E-06;3.18719601859921E-09;paraboloid;0.000000032;analytical;False;;False;1;453547.869079538;-0.000629976803529048;0.0101326894833094;1.95211778734548E-11;0.5;5,00E-07;5;156;4.81418091770199E-11;1.79808684785011E-19;4.24038541626833E-10;0.965136150238189;2.4529033500607E-07;6.13225837515176E-08;9.9305278715918E-05;9.7202968963474E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;24;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.7219261361874E-06;paraboloid;0.000000032;False;;False;8.28518679447889E-08;8433445.77286679;-1.03063296053112E-11;;0.5;;-1.94462675116549E-19;7.20355624098939E-22;2.68394415757657E-11;0.941160371088964;7.0673520414387E-09;2.3557840138129E-09;1.0248438832584E-06;6.68682088543808E-09;paraboloid;0.000000032;analytical;False;;False;1;468553.104433117;-0.000546499025574848;0.0102907287346472;1.03153874772982E-11;0.5;5,00E-07;5;157;1.07883833826258E-10;1.56088666656397E-19;3.95080582484634E-10;0.972482049591892;-1.42972654268502E-07;-3.57431635671256E-08;9.948125964029E-05;9.7194453757456E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;25;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.7305832623057E-06;paraboloid;0.000000032;False;;False;7.95411428191539E-08;3902607.08131982;-1.16900893158616E-11;;0.5;;-4.48165221115253E-20;7.94521082541441E-22;2.81872503543968E-11;0.933961782823958;1.25737032744897E-08;4.19123442482991E-09;1.03343004932655E-06;1.01663873537654E-08;paraboloid;0.000000032;analytical;False;;False;1;443516.667497351;-0.000586904679590291;0.0100001710669163;-3.65613121093087E-12;0.5;5,00E-07;5;157;5.80142785478349E-11;1.66032885066648E-19;4.07471330361594E-10;0.967409781792651;6.21689358275453E-07;1.55422339568863E-07;9.9394688379107E-05;9.719634602546E-05
C:/Users/rlolo/Documents/Thèse/MEB et AFM/AFM/Résultats AFM Dynamo/06062025/Plaque hydrophobique_ethanol_PEI 0.5_Incubation 1h/cell2/force mapp/map-data-2025.06.06-11.56.16.356.jpk-force-map;map-data-2025.06.06-11.56.16.356.jpk-force-map;26;0.142;7.801310208055;[2.5e-05, 2.5e-05];[32, 32];5.75146917039985E-06;paraboloid;0.000000032;False;;False;8.66380175034727E-08;11325547.7693681;-1.18283923945027E-11;;0.5;;-9.92141743657944E-20;5.63565239937061E-22;2.37395290588727E-11;0.947310772643519;1.2130464151055E-08;4.04348805035166E-09;1.0566339857256E-06;5.18636778534032E-09;paraboloid;0.000000032;analytical;False;;False;1;409826.542930259;-0.000671772426474725;0.0100050628107717;7.3008993046101E-11;0.5;5,00E-07;5;156;9.80557612992739E-11;1.85036524065878E-19;4.30158719620883E-10;0.960351142242104;3.2495192171351E-07;8.12379804283775E-08;9.9271217891846E-05;9.7198711360465E-05
