Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Adhesion [N]	Minimum Value [N]	Minimum Position [m]	Area [J]	Lower Bound [m]	Upper Bound [m]
map-data-2025.06.06-11.56.16.356_0135.jpk-force	135	7.61859e-07	5.99171e-06	1.88055e-09		2.81585e-10	-2.81585e-10	9.45416e-07	6.98827e-16	8.22797e-07	5.60664e-06
map-data-2025.06.06-11.56.16.356_0136.jpk-force	136	1.54311e-06	5.99171e-06	1.88329e-09		3.23105e-10	-3.23105e-10	3.89858e-06	7.39721e-16	8.26298e-07	5.61449e-06
map-data-2025.06.06-11.56.16.356_0137.jpk-force	137	2.32436e-06	5.99171e-06	1.88571e-09		3.04270e-10	-3.04270e-10	3.26160e-06	7.87483e-16	8.32069e-07	5.62192e-06
map-data-2025.06.06-11.56.16.356_0138.jpk-force	138	3.10561e-06	5.99171e-06	1.87410e-09		3.96293e-10	-3.96293e-10	8.74740e-07	6.94546e-16	8.48958e-07	5.63278e-06
map-data-2025.06.06-11.56.16.356_0139.jpk-force	139	3.88686e-06	5.99171e-06	1.87235e-09		2.95490e-10	-2.95490e-10	8.56810e-07	6.49897e-16	8.39969e-07	5.62698e-06
map-data-2025.06.06-11.56.16.356_0140.jpk-force	140	4.66811e-06	5.99171e-06	1.87030e-09		2.17090e-10	-2.17090e-10	1.28399e-06	6.54560e-16	8.55060e-07	5.64134e-06
map-data-2025.06.06-11.56.16.356_0141.jpk-force	141	5.44936e-06	5.99171e-06	1.86748e-09		2.78788e-10	-2.78788e-10	1.17343e-06	6.38379e-16	8.70435e-07	5.65518e-06
map-data-2025.06.06-11.56.16.356_0142.jpk-force	142	6.23061e-06	5.99171e-06	1.87083e-09		2.54967e-10	-2.54967e-10	8.89026e-07	6.46560e-16	8.80417e-07	5.66653e-06
map-data-2025.06.06-11.56.16.356_0143.jpk-force	143	7.01186e-06	5.99171e-06	1.87029e-09		2.83250e-10	-2.83250e-10	9.09155e-07	6.46840e-16	8.90067e-07	5.68250e-06
map-data-2025.06.06-11.56.16.356_0144.jpk-force	144	7.79311e-06	5.99171e-06	1.87273e-09		3.10700e-10	-3.10700e-10	9.01397e-07	6.70725e-16	8.88364e-07	5.67538e-06
map-data-2025.06.06-11.56.16.356_0145.jpk-force	145	8.57436e-06	5.99171e-06	1.87009e-09		3.43563e-10	-3.43563e-10	9.10929e-07	6.54390e-16	8.96832e-07	5.68966e-06
map-data-2025.06.06-11.56.16.356_0146.jpk-force	146	9.35561e-06	5.99171e-06	1.87109e-09		3.13555e-10	-3.13555e-10	9.50998e-07	6.76909e-16	9.07831e-07	5.69525e-06
map-data-2025.06.06-11.56.16.356_0147.jpk-force	147	1.01369e-05	5.99171e-06	1.86932e-09		2.96144e-10	-2.96144e-10	9.22709e-07	6.51392e-16	9.12112e-07	5.69841e-06
map-data-2025.06.06-11.56.16.356_0148.jpk-force	148	1.09181e-05	5.99171e-06	1.86443e-09		2.97849e-10	-2.97849e-10	1.08431e-06	6.41119e-16	9.23655e-07	5.71185e-06
map-data-2025.06.06-11.56.16.356_0149.jpk-force	149	1.16994e-05	5.99171e-06	1.86679e-09		3.02942e-10	-3.02942e-10	9.43145e-07	6.60936e-16	9.24979e-07	5.71317e-06
map-data-2025.06.06-11.56.16.356_0150.jpk-force	150	1.24806e-05	5.99171e-06	1.87723e-09		2.81132e-10	-2.81132e-10	1.03128e-06	6.98520e-16	9.54120e-07	5.74165e-06
map-data-2025.06.06-11.56.16.356_0151.jpk-force	151	1.32619e-05	5.99171e-06	2.62025e-09		4.12733e-09	-4.12733e-09	6.39782e-06	4.70836e-15	5.90349e-06	1.07018e-05
map-data-2025.06.06-11.56.16.356_0152.jpk-force	152	1.40431e-05	5.99171e-06	1.92421e-09		4.86903e-10	-4.86903e-10	7.41338e-06	6.92608e-16	6.77095e-06	1.05412e-05
map-data-2025.06.06-11.56.16.356_0153.jpk-force	153	1.48244e-05	5.99171e-06	1.92359e-09		3.80918e-10	-3.80918e-10	9.23017e-06	5.72751e-16	8.56844e-06	1.28734e-05
map-data-2025.06.06-11.56.16.356_0154.jpk-force	154	1.56056e-05	5.99171e-06	1.94280e-09		2.72503e-10	-2.72503e-10	1.01783e-05	5.69179e-16	9.52174e-06	1.40085e-05
map-data-2025.06.06-11.56.16.356_0155.jpk-force	155	1.63869e-05	5.99171e-06	1.95832e-09		5.52775e-10	-5.52775e-10	1.03023e-05	6.93337e-16	1.01932e-05	1.48784e-05
map-data-2025.06.06-11.56.16.356_0156.jpk-force	156	1.71681e-05	5.99171e-06	1.97476e-09		2.39264e-10	-2.39264e-10	1.13430e-05	5.92671e-16	1.11316e-05	1.58670e-05
map-data-2025.06.06-11.56.16.356_0157.jpk-force	157	1.79494e-05	5.99171e-06	1.98666e-09		3.17206e-10	-3.17206e-10	1.17961e-05	5.90595e-16	1.16222e-05	1.60669e-05
map-data-2025.06.06-11.56.16.356_0158.jpk-force	158	1.87306e-05	5.99171e-06	1.98891e-09		4.95618e-10	-4.95618e-10	1.20702e-05	5.50805e-16	1.19883e-05	1.61289e-05
map-data-2025.06.06-11.56.16.356_0159.jpk-force	159	1.95119e-05	5.99171e-06	1.99570e-09		3.07401e-10	-3.07401e-10	1.27437e-05	4.94793e-16	1.23951e-05	1.61650e-05
map-data-2025.06.06-11.56.16.356_0160.jpk-force	160	1.95119e-05	6.77296e-06	1.99614e-09		2.41309e-10	-2.41309e-10	1.28545e-05	4.31320e-16	1.27832e-05	1.61923e-05
map-data-2025.06.06-11.56.16.356_0161.jpk-force	161	1.87306e-05	6.77296e-06	1.99448e-09		3.15461e-10	-3.15461e-10	1.26605e-05	4.75741e-16	1.25274e-05	1.62036e-05
map-data-2025.06.06-11.56.16.356_0162.jpk-force	162	1.79494e-05	6.77296e-06	1.99622e-09		2.78944e-10	-2.78944e-10	1.25055e-05	5.02632e-16	1.21811e-05	1.62090e-05
map-data-2025.06.06-11.56.16.356_0163.jpk-force	163	1.71681e-05	6.77296e-06	1.99502e-09		4.07726e-10	-4.07726e-10	1.16120e-05	6.28579e-16	1.15076e-05	1.62026e-05
map-data-2025.06.06-11.56.16.356_0164.jpk-force	164	1.63869e-05	6.77296e-06	2.00113e-09		4.64900e-10	-4.64900e-10	1.10193e-05	7.15051e-16	1.08900e-05	1.56570e-05
map-data-2025.06.06-11.56.16.356_0165.jpk-force	165	1.56056e-05	6.77296e-06	1.98690e-09		4.77316e-10	-4.77316e-10	1.04003e-05	6.99346e-16	9.94554e-06	1.45268e-05
map-data-2025.06.06-11.56.16.356_0166.jpk-force	166	1.48244e-05	6.77296e-06	1.97311e-09		3.46757e-10	-3.46757e-10	1.00074e-05	7.26320e-16	9.01911e-06	1.34148e-05
map-data-2025.06.06-11.56.16.356_0167.jpk-force	167	1.40431e-05	6.77296e-06	1.96663e-09		2.91536e-10	-2.91536e-10	9.27445e-06	6.25633e-16	7.83829e-06	1.21887e-05
map-data-2025.06.06-11.56.16.356_0168.jpk-force	168	1.32619e-05	6.77296e-06	1.96428e-09		2.88712e-10	-2.88712e-10	8.72439e-06	6.70983e-16	7.44280e-06	1.21938e-05
map-data-2025.06.06-11.56.16.356_0169.jpk-force	169	1.24806e-05	6.77296e-06	1.95886e-09		2.16911e-10	-2.16911e-10	7.63662e-06	6.03682e-16	7.07897e-06	1.15396e-05
map-data-2025.06.06-11.56.16.356_0170.jpk-force	170	1.16994e-05	6.77296e-06	1.92306e-09		4.15108e-10	-4.15108e-10	9.56675e-07	7.81375e-16	9.26304e-07	5.74094e-06
map-data-2025.06.06-11.56.16.356_0171.jpk-force	171	1.09181e-05	6.77296e-06	1.90276e-09		3.36762e-10	-3.36762e-10	9.51164e-07	6.76184e-16	9.24128e-07	5.72498e-06
map-data-2025.06.06-11.56.16.356_0172.jpk-force	172	1.01369e-05	6.77296e-06	1.89912e-09		2.60754e-10	-2.60754e-10	9.56178e-07	6.48445e-16	9.17505e-07	5.71199e-06
map-data-2025.06.06-11.56.16.356_0173.jpk-force	173	9.35561e-06	6.77296e-06	1.90426e-09		2.31543e-10	-2.31543e-10	1.05044e-06	6.59421e-16	9.17836e-07	5.70963e-06
map-data-2025.06.06-11.56.16.356_0174.jpk-force	174	8.57436e-06	6.77296e-06	1.90618e-09		2.47963e-10	-2.47963e-10	9.38391e-07	6.52741e-16	9.00971e-07	5.68969e-06
map-data-2025.06.06-11.56.16.356_0175.jpk-force	175	7.79311e-06	6.77296e-06	1.91223e-09		3.10721e-10	-3.10721e-10	9.00640e-07	6.71180e-16	8.91226e-07	5.67864e-06
map-data-2025.06.06-11.56.16.356_0176.jpk-force	176	7.01186e-06	6.77296e-06	1.91177e-09		2.65495e-10	-2.65495e-10	8.98819e-07	6.57955e-16	8.84911e-07	5.67046e-06
map-data-2025.06.06-11.56.16.356_0177.jpk-force	177	6.23061e-06	6.77296e-06	1.91711e-09		3.16923e-10	-3.16923e-10	8.81079e-07	6.87044e-16	8.72327e-07	5.66185e-06
map-data-2025.06.06-11.56.16.356_0178.jpk-force	178	5.44936e-06	6.77296e-06	1.91621e-09		2.24520e-10	-2.24520e-10	9.09155e-07	6.59770e-16	8.68164e-07	5.66137e-06
map-data-2025.06.06-11.56.16.356_0179.jpk-force	179	4.66811e-06	6.77296e-06	1.92107e-09		2.31830e-10	-2.31830e-10	1.97150e-06	6.55934e-16	8.52837e-07	5.64396e-06
map-data-2025.06.06-11.56.16.356_0180.jpk-force	180	3.88686e-06	6.77296e-06	1.92337e-09		2.27730e-10	-2.27730e-10	2.22475e-06	6.83273e-16	8.49502e-07	5.63973e-06
map-data-2025.06.06-11.56.16.356_0181.jpk-force	181	3.10561e-06	6.77296e-06	1.93600e-09		2.78361e-10	-2.78361e-10	3.70032e-06	7.25110e-16	1.05406e-06	5.73420e-06
map-data-2025.06.06-11.56.16.356_0182.jpk-force	182	2.32436e-06	6.77296e-06	1.93889e-09		2.80581e-10	-2.80581e-10	8.74219e-07	7.08141e-16	8.28900e-07	5.61932e-06
map-data-2025.06.06-11.56.16.356_0183.jpk-force	183	1.54311e-06	6.77296e-06	1.93483e-09		2.86876e-10	-2.86876e-10	4.16655e-06	8.16135e-16	8.27599e-07	5.61764e-06
map-data-2025.06.06-11.56.16.356_0184.jpk-force	184	7.61859e-07	6.77296e-06	1.93342e-09		3.42445e-10	-3.42445e-10	8.23483e-07	7.00128e-16	8.14045e-07	5.60309e-06
map-data-2025.06.06-11.56.16.356_0185.jpk-force	185	-1.93924e-08	6.77296e-06	1.93326e-09		3.32547e-10	-3.32547e-10	8.83894e-07	6.93158e-16	8.09054e-07	5.59654e-06
map-data-2025.06.06-11.56.16.356_0186.jpk-force	186	-8.00641e-07	6.77296e-06	1.92803e-09		4.57564e-10	-4.57564e-10	7.92071e-07	6.57065e-16	7.76697e-07	5.56229e-06
map-data-2025.06.06-11.56.16.356_0187.jpk-force	187	-1.58189e-06	6.77296e-06	1.93059e-09		3.13509e-10	-3.13509e-10	7.84289e-07	6.80939e-16	7.75301e-07	5.55981e-06
map-data-2025.06.06-11.56.16.356_0188.jpk-force	188	-2.36314e-06	6.77296e-06	1.93164e-09		3.38252e-10	-3.38252e-10	8.04584e-07	7.03037e-16	7.63332e-07	5.55224e-06
map-data-2025.06.06-11.56.16.356_0189.jpk-force	189	-3.14439e-06	6.77296e-06	1.93025e-09		2.86614e-10	-2.86614e-10	7.58271e-07	6.90312e-16	7.49188e-07	5.53946e-06
map-data-2025.06.06-11.56.16.356_0190.jpk-force	190	-3.92564e-06	6.77296e-06	1.93381e-09		2.60920e-10	-2.60920e-10	7.94791e-07	6.88006e-16	7.43606e-07	5.53587e-06
map-data-2025.06.06-11.56.16.356_0191.jpk-force	191	-4.70689e-06	6.77296e-06	1.93628e-09		3.66685e-10	-3.66685e-10	8.27953e-07	6.97700e-16	7.43038e-07	5.52404e-06
map-data-2025.06.06-11.56.16.356_0192.jpk-force	192	-4.70689e-06	7.55421e-06	1.93716e-09		3.25450e-10	-3.25450e-10	7.38449e-07	7.04661e-16	7.33813e-07	5.52163e-06
map-data-2025.06.06-11.56.16.356_0193.jpk-force	193	-3.92564e-06	7.55421e-06	1.93530e-09		3.24556e-10	-3.24556e-10	7.65840e-07	6.88465e-16	7.48904e-07	5.53549e-06
map-data-2025.06.06-11.56.16.356_0194.jpk-force	194	-3.14439e-06	7.55421e-06	1.93357e-09		3.74804e-10	-3.74804e-10	7.88500e-07	6.79312e-16	7.51175e-07	5.53755e-06
map-data-2025.06.06-11.56.16.356_0195.jpk-force	195	-2.36314e-06	7.55421e-06	1.93506e-09		2.52040e-10	-2.52040e-10	8.08605e-07	6.81904e-16	7.78518e-07	5.56066e-06
map-data-2025.06.06-11.56.16.356_0196.jpk-force	196	-1.58189e-06	7.55421e-06	1.93572e-09		2.49501e-10	-2.49501e-10	8.34624e-07	6.67903e-16	7.76200e-07	5.56260e-06
map-data-2025.06.06-11.56.16.356_0197.jpk-force	197	-8.00641e-07	7.55421e-06	1.93522e-09		2.34565e-10	-2.34565e-10	8.10781e-07	6.64323e-16	7.89801e-07	5.58038e-06
map-data-2025.06.06-11.56.16.356_0198.jpk-force	198	-1.93924e-08	7.55421e-06	1.93742e-09		3.90492e-10	-3.90492e-10	8.55628e-07	6.63662e-16	8.14897e-07	5.60257e-06
map-data-2025.06.06-11.56.16.356_0199.jpk-force	199	7.61859e-07	7.55421e-06	1.93715e-09		7.44122e-10	-7.44122e-10	9.48183e-07	7.05312e-16	8.24051e-07	5.61187e-06
map-data-2025.06.06-11.56.16.356_0200.jpk-force	200	1.54311e-06	7.55421e-06	1.93552e-09		2.35344e-10	-2.35344e-10	8.76727e-07	6.98583e-16	8.32779e-07	5.61828e-06
map-data-2025.06.06-11.56.16.356_0201.jpk-force	201	2.32436e-06	7.55421e-06	1.94047e-09		1.33534e-09	-1.33534e-09	9.14761e-07	1.06319e-15	9.17410e-07	5.63067e-06
map-data-2025.06.06-11.56.16.356_0202.jpk-force	202	3.10561e-06	7.55421e-06	1.88303e-09		3.96893e-10	-3.96893e-10	5.63876e-06	8.56242e-16	8.56952e-07	5.64238e-06
map-data-2025.06.06-11.56.16.356_0203.jpk-force	203	3.88686e-06	7.55421e-06	1.89261e-09		7.32393e-10	-7.32393e-10	5.64676e-06	1.21395e-15	8.57425e-07	5.64676e-06
map-data-2025.06.06-11.56.16.356_0204.jpk-force	204	4.66811e-06	7.55421e-06	1.94462e-09		7.05947e-10	-7.05947e-10	4.89373e-06	1.75204e-15	8.69631e-07	5.66029e-06
map-data-2025.06.06-11.56.16.356_0205.jpk-force	205	5.44936e-06	7.55421e-06	1.75972e-09		3.87943e-09	-3.87943e-09	6.44870e-06	3.29942e-15	5.08475e-06	9.81164e-06
map-data-2025.06.06-11.56.16.356_0206.jpk-force	206	6.23061e-06	7.55421e-06	2.06344e-09		1.31513e-09	-1.31513e-09	4.15397e-06	2.73450e-15	1.22606e-06	5.69144e-06
map-data-2025.06.06-11.56.16.356_0207.jpk-force	207	7.01186e-06	7.55421e-06	2.02172e-09		4.57776e-10	-4.57776e-10	2.71327e-06	1.21206e-15	1.14604e-06	5.68692e-06
map-data-2025.06.06-11.56.16.356_0208.jpk-force	208	7.79311e-06	7.55421e-06	2.03082e-09		8.48485e-10	-8.48485e-10	5.52272e-06	1.76883e-15	8.96099e-07	5.68959e-06
map-data-2025.06.06-11.56.16.356_0209.jpk-force	209	8.57436e-06	7.55421e-06	2.02270e-09		1.31007e-09	-1.31007e-09	5.70584e-06	1.83151e-15	9.09628e-07	5.70691e-06
map-data-2025.06.06-11.56.16.356_0210.jpk-force	210	9.35561e-06	7.55421e-06	9.16204e-10		4.07086e-09	-4.07086e-09	9.00757e-06	7.04852e-15	5.54793e-06	9.06069e-06
map-data-2025.06.06-11.56.16.356_0211.jpk-force	211	1.01369e-05	7.55421e-06	-7.01045e-10		4.24874e-09	-4.24874e-09	1.20157e-05	6.24085e-15	1.00976e-05	1.30068e-05
map-data-2025.06.06-11.56.16.356_0212.jpk-force	212	1.09181e-05	7.55421e-06	1.96273e-09		2.65370e-10	-2.65370e-10	9.38888e-07	8.00708e-16	9.32241e-07	5.74899e-06
map-data-2025.06.06-11.56.16.356_0213.jpk-force	213	1.16994e-05	7.55421e-06	2.73464e-09		7.97471e-09	-7.97471e-09	7.45004e-06	1.66095e-14	5.81205e-06	1.05768e-05
map-data-2025.06.06-11.56.16.356_0214.jpk-force	214	1.24806e-05	7.55421e-06	1.97144e-09		3.10423e-10	-3.10423e-10	8.43331e-06	5.47085e-16	8.02434e-06	1.26005e-05
map-data-2025.06.06-11.56.16.356_0215.jpk-force	215	1.32619e-05	7.55421e-06	1.99753e-09		2.54189e-10	-2.54189e-10	8.48298e-06	6.07754e-16	8.40970e-06	1.30734e-05
map-data-2025.06.06-11.56.16.356_0216.jpk-force	216	1.40431e-05	7.55421e-06	2.00951e-09		6.94683e-10	-6.94683e-10	8.85176e-06	6.82018e-16	8.55295e-06	1.30454e-05
map-data-2025.06.06-11.56.16.356_0217.jpk-force	217	1.48244e-05	7.55421e-06	2.01307e-09		2.31217e-10	-2.31217e-10	9.87330e-06	5.79086e-16	9.44458e-06	1.39260e-05
map-data-2025.06.06-11.56.16.356_0218.jpk-force	218	1.56056e-05	7.55421e-06	2.02530e-09		3.49063e-10	-3.49063e-10	1.07652e-05	6.05238e-16	1.04096e-05	1.51485e-05
map-data-2025.06.06-11.56.16.356_0219.jpk-force	219	1.63869e-05	7.55421e-06	2.04348e-09		4.66406e-10	-4.66406e-10	1.13973e-05	6.25451e-16	1.13259e-05	1.59877e-05
map-data-2025.06.06-11.56.16.356_0220.jpk-force	220	1.71681e-05	7.55421e-06	2.04968e-09		3.82400e-10	-3.82400e-10	1.21980e-05	5.33717e-16	1.19605e-05	1.60955e-05
map-data-2025.06.06-11.56.16.356_0221.jpk-force	221	1.79494e-05	7.55421e-06	2.05672e-09		3.20406e-10	-3.20406e-10	1.28851e-05	4.66203e-16	1.24545e-05	1.61472e-05
map-data-2025.06.06-11.56.16.356_0222.jpk-force	222	1.87306e-05	7.55421e-06	2.06086e-09		2.30005e-10	-2.30005e-10	1.31199e-05	4.21008e-16	1.29236e-05	1.61819e-05
map-data-2025.06.06-11.56.16.356_0223.jpk-force	223	1.95119e-05	7.55421e-06	2.06077e-09		2.82233e-10	-2.82233e-10	1.32166e-05	3.86277e-16	1.31621e-05	1.62055e-05
map-data-2025.06.06-11.56.16.356_0224.jpk-force	224	1.95119e-05	8.33546e-06	2.06508e-09		2.32395e-10	-2.32395e-10	1.36517e-05	3.44995e-16	1.34377e-05	1.62240e-05
map-data-2025.06.06-11.56.16.356_0225.jpk-force	225	1.87306e-05	8.33546e-06	2.06551e-09		4.04200e-10	-4.04200e-10	1.31531e-05	4.24132e-16	1.30611e-05	1.62291e-05
map-data-2025.06.06-11.56.16.356_0226.jpk-force	226	1.79494e-05	8.33546e-06	2.07051e-09		2.83055e-10	-2.83055e-10	1.31434e-05	4.47649e-16	1.27891e-05	1.62317e-05
map-data-2025.06.06-11.56.16.356_0227.jpk-force	227	1.71681e-05	8.33546e-06	2.06707e-09		3.96314e-10	-3.96314e-10	1.24055e-05	5.41456e-16	1.22157e-05	1.62258e-05
map-data-2025.06.06-11.56.16.356_0228.jpk-force	228	1.63869e-05	8.33546e-06	2.06304e-09		5.39934e-10	-5.39934e-10	1.16424e-05	6.43693e-16	1.15382e-05	1.62143e-05
map-data-2025.06.06-11.56.16.356_0229.jpk-force	229	1.56056e-05	8.33546e-06	2.06270e-09		4.46867e-10	-4.46867e-10	1.10016e-05	6.53093e-16	1.07787e-05	1.54186e-05
map-data-2025.06.06-11.56.16.356_0230.jpk-force	230	1.48244e-05	8.33546e-06	2.05461e-09		3.44522e-10	-3.44522e-10	1.04338e-05	6.66825e-16	9.87427e-06	1.44870e-05
map-data-2025.06.06-11.56.16.356_0231.jpk-force	231	1.40431e-05	8.33546e-06	2.05209e-09		3.81361e-10	-3.81361e-10	9.87692e-06	7.21330e-16	9.50414e-06	1.42227e-05
map-data-2025.06.06-11.56.16.356_0232.jpk-force	232	1.32619e-05	8.33546e-06	2.04856e-09		2.22282e-10	-2.22282e-10	1.02774e-05	6.32371e-16	9.55216e-06	1.43350e-05
map-data-2025.06.06-11.56.16.356_0233.jpk-force	233	1.24806e-05	8.33546e-06	2.04571e-09		5.31008e-10	-5.31008e-10	8.86110e-06	6.89237e-16	8.61823e-06	1.32414e-05
map-data-2025.06.06-11.56.16.356_0234.jpk-force	234	1.16994e-05	8.33546e-06	2.03727e-09		9.83482e-10	-9.83482e-10	8.37829e-06	6.92710e-16	8.20040e-06	1.27314e-05
map-data-2025.06.06-11.56.16.356_0235.jpk-force	235	1.09181e-05	8.33546e-06	2.02854e-09		2.38072e-09	-2.38072e-09	8.87151e-06	3.24127e-15	7.41934e-06	9.31624e-06
map-data-2025.06.06-11.56.16.356_0236.jpk-force	236	1.01369e-05	8.33546e-06	2.02888e-09		2.08188e-09	-2.08188e-09	5.65016e-06	7.85760e-16	4.64726e-06	5.75320e-06
map-data-2025.06.06-11.56.16.356_0237.jpk-force	237	9.35561e-06	8.33546e-06	1.99460e-09		2.60424e-10	-2.60424e-10	1.06848e-06	7.91103e-16	9.20343e-07	5.73236e-06
map-data-2025.06.06-11.56.16.356_0238.jpk-force	238	8.57436e-06	8.33546e-06	1.96674e-09		2.27520e-10	-2.27520e-10	9.34252e-07	6.43815e-16	9.12490e-07	5.71204e-06
map-data-2025.06.06-11.56.16.356_0239.jpk-force	239	7.79311e-06	8.33546e-06	1.97128e-09		4.94064e-10	-4.94064e-10	9.45345e-07	6.76355e-16	9.04803e-07	5.69931e-06
map-data-2025.06.06-11.56.16.356_0240.jpk-force	240	7.01186e-06	8.33546e-06	1.97333e-09		2.90736e-10	-2.90736e-10	9.48089e-07	7.08587e-16	8.96666e-07	5.73695e-06
map-data-2025.06.06-11.56.16.356_0241.jpk-force	241	6.23061e-06	8.33546e-06	1.97211e-09		4.21005e-10	-4.21005e-10	9.21810e-07	6.46611e-16	8.75639e-07	5.66866e-06
map-data-2025.06.06-11.56.16.356_0242.jpk-force	242	5.44936e-06	8.33546e-06	1.97618e-09		1.68386e-09	-1.68386e-09	1.13204e-06	6.14989e-16	1.13672e-06	5.66521e-06
map-data-2025.06.06-11.56.16.356_0243.jpk-force	243	4.66811e-06	8.33546e-06	1.98131e-09		2.53307e-10	-2.53307e-10	2.95798e-06	6.94230e-16	8.57331e-07	5.64969e-06
map-data-2025.06.06-11.56.16.356_0244.jpk-force	244	3.88686e-06	8.33546e-06	1.99719e-09		3.86978e-10	-3.86978e-10	8.98748e-07	8.65202e-16	8.61186e-07	5.65302e-06
map-data-2025.06.06-11.56.16.356_0245.jpk-force	245	3.10561e-06	8.33546e-06	1.98544e-09		2.38965e-10	-2.38965e-10	8.89405e-07	7.43335e-16	8.58040e-07	5.64472e-06
map-data-2025.06.06-11.56.16.356_0246.jpk-force	246	2.32436e-06	8.33546e-06	1.98018e-09		2.43924e-10	-2.43924e-10	2.16380e-06	6.95725e-16	8.52127e-07	5.63890e-06
map-data-2025.06.06-11.56.16.356_0247.jpk-force	247	1.54311e-06	8.33546e-06	1.98260e-09		2.43002e-10	-2.43002e-10	8.74550e-07	6.67054e-16	8.27906e-07	5.61648e-06
map-data-2025.06.06-11.56.16.356_0248.jpk-force	248	7.61859e-07	8.33546e-06	1.98126e-09		2.46870e-10	-2.46870e-10	8.72706e-07	6.56568e-16	8.21425e-07	5.61033e-06
map-data-2025.06.06-11.56.16.356_0249.jpk-force	249	-1.93924e-08	8.33546e-06	1.98724e-09		2.73278e-10	-2.73278e-10	9.17174e-07	6.70307e-16	8.14755e-07	5.60167e-06
map-data-2025.06.06-11.56.16.356_0250.jpk-force	250	-8.00641e-07	8.33546e-06	1.99061e-09		3.06236e-10	-3.06236e-10	8.14093e-07	6.75960e-16	7.99522e-07	5.58833e-06
map-data-2025.06.06-11.56.16.356_0251.jpk-force	251	-1.58189e-06	8.33546e-06	1.99297e-09		2.95094e-10	-2.95094e-10	7.94224e-07	6.74763e-16	7.80032e-07	5.56936e-06
map-data-2025.06.06-11.56.16.356_0252.jpk-force	252	-2.36314e-06	8.33546e-06	1.99766e-09		2.77686e-10	-2.77686e-10	7.79086e-07	6.88052e-16	7.71138e-07	5.56009e-06
map-data-2025.06.06-11.56.16.356_0253.jpk-force	253	-3.14439e-06	8.33546e-06	1.99724e-09		2.54569e-10	-2.54569e-10	7.90061e-07	6.90627e-16	7.54675e-07	5.54060e-06
map-data-2025.06.06-11.56.16.356_0254.jpk-force	254	-3.92564e-06	8.33546e-06	1.99917e-09		2.23257e-10	-2.23257e-10	8.73037e-07	6.88998e-16	7.53729e-07	5.54221e-06
map-data-2025.06.06-11.56.16.356_0255.jpk-force	255	-4.70689e-06	8.33546e-06	1.99949e-09		3.18618e-10	-3.18618e-10	9.25997e-07	6.79755e-16	7.38899e-07	5.52889e-06
map-data-2025.06.06-11.56.16.356_0256.jpk-force	256	-4.70689e-06	9.11671e-06	2.00262e-09		4.04022e-10	-4.04022e-10	7.53895e-07	6.93902e-16	7.38993e-07	5.53166e-06
map-data-2025.06.06-11.56.16.356_0257.jpk-force	257	-3.92564e-06	9.11671e-06	2.00318e-09		3.17243e-10	-3.17243e-10	7.72179e-07	6.87369e-16	7.60376e-07	5.54833e-06
map-data-2025.06.06-11.56.16.356_0258.jpk-force	258	-3.14439e-06	9.11671e-06	2.00238e-09		3.07472e-10	-3.07472e-10	7.71966e-07	6.76286e-16	7.62150e-07	5.55077e-06
map-data-2025.06.06-11.56.16.356_0259.jpk-force	259	-2.36314e-06	9.11671e-06	2.00089e-09		3.00082e-10	-3.00082e-10	7.80055e-07	6.72169e-16	7.69648e-07	5.55794e-06
map-data-2025.06.06-11.56.16.356_0260.jpk-force	260	-1.58189e-06	9.11671e-06	1.99902e-09		2.84503e-10	-2.84503e-10	8.18161e-07	6.72482e-16	7.87317e-07	5.57097e-06
map-data-2025.06.06-11.56.16.356_0261.jpk-force	261	-8.00641e-07	9.11671e-06	2.00258e-09		2.68179e-10	-2.68179e-10	8.15133e-07	6.79387e-16	8.00279e-07	5.58710e-06
map-data-2025.06.06-11.56.16.356_0262.jpk-force	262	-1.93924e-08	9.11671e-06	2.00081e-09		3.51146e-10	-3.51146e-10	8.25162e-07	6.70011e-16	8.15323e-07	5.60413e-06
map-data-2025.06.06-11.56.16.356_0263.jpk-force	263	7.61859e-07	9.11671e-06	2.00171e-09		3.10717e-10	-3.10717e-10	8.62960e-07	6.73831e-16	8.32377e-07	5.61842e-06
map-data-2025.06.06-11.56.16.356_0264.jpk-force	264	1.54311e-06	9.11671e-06	2.00244e-09		3.12340e-10	-3.12340e-10	8.42477e-07	6.83663e-16	8.35286e-07	5.62026e-06
map-data-2025.06.06-11.56.16.356_0265.jpk-force	265	2.32436e-06	9.11671e-06	2.00070e-09		2.81816e-10	-2.81816e-10	8.62535e-07	7.06889e-16	8.54587e-07	5.64543e-06
map-data-2025.06.06-11.56.16.356_0266.jpk-force	266	3.10561e-06	9.11671e-06	1.99989e-09		5.13508e-10	-5.13508e-10	9.23655e-07	7.77458e-16	8.54019e-07	5.64278e-06
map-data-2025.06.06-11.56.16.356_0267.jpk-force	267	3.88686e-06	9.11671e-06	2.00916e-09		3.74574e-10	-3.74574e-10	3.53506e-06	7.89868e-16	1.30050e-06	5.65482e-06
map-data-2025.06.06-11.56.16.356_0268.jpk-force	268	4.66811e-06	9.11671e-06	1.99831e-09		3.06499e-10	-3.06499e-10	3.30358e-06	7.24902e-16	8.63197e-07	5.65182e-06
